ticker,company,cik,form,filing_date,report_date,accession,primary_doc_description,document_url,filing_index_url
JPM,JPMORGAN CHASE & CO,19617,4,2026-05-05,2026-05-05,0001225208-26-004966,,https://www.sec.gov/Archives/edgar/data/19617/000122520826004966/xslF345X06/doc4.xml,https://www.sec.gov/Archives/edgar/data/19617/000122520826004966/0001225208-26-004966-index.htm
JPM,JPMORGAN CHASE & CO,19617,4,2026-05-05,2026-05-05,0001225208-26-004965,,https://www.sec.gov/Archives/edgar/data/19617/000122520826004965/xslF345X06/doc4.xml,https://www.sec.gov/Archives/edgar/data/19617/000122520826004965/0001225208-26-004965-index.htm
COIN,"Coinbase Global, Inc.",1679788,8-K,2026-05-05,2026-05-05,0001679788-26-000049,8-K,https://www.sec.gov/Archives/edgar/data/1679788/000167978826000049/coin-20260505.htm,https://www.sec.gov/Archives/edgar/data/1679788/000167978826000049/0001679788-26-000049-index.htm
AMZN,AMAZON COM INC,1018724,4,2026-05-04,2026-04-30,0001209522-26-000008,FORM 4,https://www.sec.gov/Archives/edgar/data/1018724/000120952226000008/xslF345X06/wk-form4_1777928327.xml,https://www.sec.gov/Archives/edgar/data/1018724/000120952226000008/0001209522-26-000008-index.htm
TSLA,"Tesla, Inc.",1318605,4,2026-05-04,2026-04-30,0001104659-26-055079,OWNERSHIP DOCUMENT,https://www.sec.gov/Archives/edgar/data/1318605/000110465926055079/xslF345X06/tm2613330-1_4seq1.xml,https://www.sec.gov/Archives/edgar/data/1318605/000110465926055079/0001104659-26-055079-index.htm
NFLX,NETFLIX INC,1065280,4,2026-05-04,2026-05-01,0001082906-26-000014,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,https://www.sec.gov/Archives/edgar/data/1065280/000108290626000014/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/1065280/000108290626000014/0001082906-26-000014-index.htm
NFLX,NETFLIX INC,1065280,4,2026-05-04,2026-05-01,0001065280-26-000160,FORM 4,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000160/xslF345X06/wk-form4_1777925635.xml,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000160/0001065280-26-000160-index.htm
NFLX,NETFLIX INC,1065280,4,2026-05-04,2026-05-01,0001065280-26-000159,FORM 4,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000159/xslF345X06/wk-form4_1777925591.xml,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000159/0001065280-26-000159-index.htm
NFLX,NETFLIX INC,1065280,4,2026-05-04,2026-05-01,0001065280-26-000158,FORM 4,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000158/xslF345X06/wk-form4_1777925546.xml,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000158/0001065280-26-000158-index.htm
NFLX,NETFLIX INC,1065280,4,2026-05-04,2026-05-01,0001065280-26-000157,FORM 4,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000157/xslF345X06/wk-form4_1777925515.xml,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000157/0001065280-26-000157-index.htm
NFLX,NETFLIX INC,1065280,4,2026-05-04,2026-05-01,0001065280-26-000156,FORM 4,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000156/xslF345X06/wk-form4_1777925482.xml,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000156/0001065280-26-000156-index.htm
NFLX,NETFLIX INC,1065280,4,2026-05-04,2026-05-01,0001065280-26-000155,FORM 4,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000155/xslF345X06/wk-form4_1777925446.xml,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000155/0001065280-26-000155-index.htm
NFLX,NETFLIX INC,1065280,4,2026-05-04,2026-05-01,0001065280-26-000154,FORM 4,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000154/xslF345X06/wk-form4_1777925353.xml,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000154/0001065280-26-000154-index.htm
NFLX,NETFLIX INC,1065280,4,2026-05-04,2026-05-01,0001065280-26-000153,FORM 4,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000153/xslF345X06/wk-form4_1777925312.xml,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000153/0001065280-26-000153-index.htm
NFLX,NETFLIX INC,1065280,4,2026-05-04,2026-05-01,0001065280-26-000152,FORM 4,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000152/xslF345X06/wk-form4_1777925278.xml,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000152/0001065280-26-000152-index.htm
NFLX,NETFLIX INC,1065280,4,2026-05-04,2026-05-01,0001065280-26-000151,FORM 4,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000151/xslF345X06/wk-form4_1777925225.xml,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000151/0001065280-26-000151-index.htm
NFLX,NETFLIX INC,1065280,4,2026-05-04,2026-05-01,0001065280-26-000150,FORM 4,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000150/xslF345X06/wk-form4_1777925127.xml,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000150/0001065280-26-000150-index.htm
INTC,INTEL CORP,50863,4,2026-05-04,2026-04-30,0000050863-26-000087,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/50863/000005086326000087/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/50863/000005086326000087/0000050863-26-000087-index.htm
INTC,INTEL CORP,50863,4,2026-05-04,2026-05-01,0000050863-26-000086,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/50863/000005086326000086/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/50863/000005086326000086/0000050863-26-000086-index.htm
AAPL,Apple Inc.,320193,10-Q,2026-05-01,2026-03-28,0000320193-26-000013,10-Q,https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/0000320193-26-000013-index.htm
GOOGL,Alphabet Inc.,1652044,4,2026-05-01,2026-04-30,0001193125-26-201851,4,https://www.sec.gov/Archives/edgar/data/1652044/000119312526201851/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1652044/000119312526201851/0001193125-26-201851-index.htm
JPM,JPMORGAN CHASE & CO,19617,10-Q,2026-05-01,2026-03-31,0001628280-26-029344,10-Q,https://www.sec.gov/Archives/edgar/data/19617/000162828026029344/jpm-20260331.htm,https://www.sec.gov/Archives/edgar/data/19617/000162828026029344/0001628280-26-029344-index.htm
KO,COCA COLA CO,21344,8-K,2026-05-01,2026-04-29,0001628280-26-029230,8-K,https://www.sec.gov/Archives/edgar/data/21344/000162828026029230/ko-20260429.htm,https://www.sec.gov/Archives/edgar/data/21344/000162828026029230/0001628280-26-029230-index.htm
AAPL,Apple Inc.,320193,8-K,2026-04-30,2026-04-30,0000320193-26-000011,8-K,https://www.sec.gov/Archives/edgar/data/320193/000032019326000011/aapl-20260430.htm,https://www.sec.gov/Archives/edgar/data/320193/000032019326000011/0000320193-26-000011-index.htm
AMZN,AMAZON COM INC,1018724,10-Q,2026-04-30,2026-03-31,0001018724-26-000014,10-Q,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000014/amzn-20260331.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000014/0001018724-26-000014-index.htm
GOOGL,Alphabet Inc.,1652044,10-Q,2026-04-30,2026-03-31,0001652044-26-000048,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000048/goog-20260331.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000048/0001652044-26-000048-index.htm
INTC,INTEL CORP,50863,8-K,2026-04-30,2026-04-30,0001193125-26-197845,8-K,https://www.sec.gov/Archives/edgar/data/50863/000119312526197845/d143782d8k.htm,https://www.sec.gov/Archives/edgar/data/50863/000119312526197845/0001193125-26-197845-index.htm
KO,COCA COLA CO,21344,10-Q,2026-04-30,2026-04-03,0001628280-26-028802,10-Q,https://www.sec.gov/Archives/edgar/data/21344/000162828026028802/ko-20260403.htm,https://www.sec.gov/Archives/edgar/data/21344/000162828026028802/0001628280-26-028802-index.htm
MSFT,MICROSOFT CORP,789019,10-Q,2026-04-29,2026-03-31,0001193125-26-191507,10-Q,https://www.sec.gov/Archives/edgar/data/789019/000119312526191507/msft-20260331.htm,https://www.sec.gov/Archives/edgar/data/789019/000119312526191507/0001193125-26-191507-index.htm
MSFT,MICROSOFT CORP,789019,8-K,2026-04-29,2026-04-29,0001193125-26-191457,8-K,https://www.sec.gov/Archives/edgar/data/789019/000119312526191457/msft-20260429.htm,https://www.sec.gov/Archives/edgar/data/789019/000119312526191457/0001193125-26-191457-index.htm
AMZN,AMAZON COM INC,1018724,8-K,2026-04-29,2026-04-29,0001018724-26-000012,8-K,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000012/amzn-20260429.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000012/0001018724-26-000012-index.htm
GOOGL,Alphabet Inc.,1652044,4,2026-04-29,2025-11-11,0001193125-26-193335,4,https://www.sec.gov/Archives/edgar/data/1652044/000119312526193335/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1652044/000119312526193335/0001193125-26-193335-index.htm
GOOGL,Alphabet Inc.,1652044,4,2026-04-29,2026-04-25,0001193125-26-192974,4,https://www.sec.gov/Archives/edgar/data/1652044/000119312526192974/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1652044/000119312526192974/0001193125-26-192974-index.htm
GOOGL,Alphabet Inc.,1652044,8-K,2026-04-29,2026-04-29,0001652044-26-000043,8-K,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000043/goog-20260429.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000043/0001652044-26-000043-index.htm
AMZN,AMAZON COM INC,1018724,4,2026-04-28,2026-04-24,0001209522-26-000006,FORM 4,https://www.sec.gov/Archives/edgar/data/1018724/000120952226000006/xslF345X06/wk-form4_1777408932.xml,https://www.sec.gov/Archives/edgar/data/1018724/000120952226000006/0001209522-26-000006-index.htm
GOOGL,Alphabet Inc.,1652044,4,2026-04-28,2026-04-25,0001193125-26-188492,4,https://www.sec.gov/Archives/edgar/data/1652044/000119312526188492/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1652044/000119312526188492/0001193125-26-188492-index.htm
GOOGL,Alphabet Inc.,1652044,4,2026-04-28,2026-04-25,0001193125-26-188490,4,https://www.sec.gov/Archives/edgar/data/1652044/000119312526188490/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1652044/000119312526188490/0001193125-26-188490-index.htm
GOOGL,Alphabet Inc.,1652044,4,2026-04-28,2026-04-25,0001193125-26-188485,4,https://www.sec.gov/Archives/edgar/data/1652044/000119312526188485/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1652044/000119312526188485/0001193125-26-188485-index.htm
AMD,ADVANCED MICRO DEVICES INC,2488,4,2026-04-28,2026-04-24,0000002488-26-000068,FORM 4,https://www.sec.gov/Archives/edgar/data/2488/000000248826000068/xslF345X06/wk-form4_1777407129.xml,https://www.sec.gov/Archives/edgar/data/2488/000000248826000068/0000002488-26-000068-index.htm
KO,COCA COLA CO,21344,8-K,2026-04-28,2026-04-28,0001628280-26-027723,8-K,https://www.sec.gov/Archives/edgar/data/21344/000162828026027723/ko-20260428.htm,https://www.sec.gov/Archives/edgar/data/21344/000162828026027723/0001628280-26-027723-index.htm
AAPL,Apple Inc.,320193,4,2026-04-27,2026-04-23,0001140361-26-017175,FORM 4,https://www.sec.gov/Archives/edgar/data/320193/000114036126017175/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/320193/000114036126017175/0001140361-26-017175-index.htm
NVDA,NVIDIA CORP,1045810,8-K,2026-04-27,2026-04-24,0001045810-26-000026,8-K,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000026/nvda-20260424.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000026/0001045810-26-000026-index.htm
GOOGL,Alphabet Inc.,1652044,DEF 14A,2026-04-24,2026-06-05,0001308179-26-000342,DEFINITIVE PROXY STATEMENT,https://www.sec.gov/Archives/edgar/data/1652044/000130817926000342/goog-20260424.htm,https://www.sec.gov/Archives/edgar/data/1652044/000130817926000342/0001308179-26-000342-index.htm
INTC,INTEL CORP,50863,8-K,2026-04-24,2026-04-24,0000050863-26-000083,8-K,https://www.sec.gov/Archives/edgar/data/50863/000005086326000083/intc-20260424.htm,https://www.sec.gov/Archives/edgar/data/50863/000005086326000083/0000050863-26-000083-index.htm
JPM,JPMORGAN CHASE & CO,19617,8-K,2026-04-24,2026-04-21,0000019617-26-000119,8-K,https://www.sec.gov/Archives/edgar/data/19617/000001961726000119/jpm-20260421.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961726000119/0000019617-26-000119-index.htm
COIN,"Coinbase Global, Inc.",1679788,DEF 14A,2026-04-24,2026-06-16,0001679788-26-000045,DEF 14A,https://www.sec.gov/Archives/edgar/data/1679788/000167978826000045/coin-20260424.htm,https://www.sec.gov/Archives/edgar/data/1679788/000167978826000045/0001679788-26-000045-index.htm
TSLA,"Tesla, Inc.",1318605,4,2026-04-23,2026-04-21,0001104659-26-047678,OWNERSHIP DOCUMENT,https://www.sec.gov/Archives/edgar/data/1318605/000110465926047678/xslF345X06/tm2612285-1_4seq1.xml,https://www.sec.gov/Archives/edgar/data/1318605/000110465926047678/0001104659-26-047678-index.htm
TSLA,"Tesla, Inc.",1318605,10-Q,2026-04-23,2026-03-31,0001628280-26-026673,10-Q,https://www.sec.gov/Archives/edgar/data/1318605/000162828026026673/tsla-20260331.htm,https://www.sec.gov/Archives/edgar/data/1318605/000162828026026673/0001628280-26-026673-index.htm
NFLX,NETFLIX INC,1065280,8-K,2026-04-23,2026-04-22,0001065280-26-000139,8-K,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000139/nflx-20260422.htm,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000139/0001065280-26-000139-index.htm
JPM,JPMORGAN CHASE & CO,19617,8-K,2026-04-23,2026-04-23,0001193125-26-173739,8-K,https://www.sec.gov/Archives/edgar/data/19617/000119312526173739/d235028d8k.htm,https://www.sec.gov/Archives/edgar/data/19617/000119312526173739/0001193125-26-173739-index.htm
TSLA,"Tesla, Inc.",1318605,8-K,2026-04-22,2026-04-22,0001628280-26-026551,8-K,https://www.sec.gov/Archives/edgar/data/1318605/000162828026026551/tsla-20260422.htm,https://www.sec.gov/Archives/edgar/data/1318605/000162828026026551/0001628280-26-026551-index.htm
BA,BOEING CO,12927,10-Q,2026-04-22,2026-03-31,0001628280-26-026458,10-Q,https://www.sec.gov/Archives/edgar/data/12927/000162828026026458/ba-20260331.htm,https://www.sec.gov/Archives/edgar/data/12927/000162828026026458/0001628280-26-026458-index.htm
BA,BOEING CO,12927,8-K,2026-04-22,2026-04-22,0001628280-26-026391,8-K,https://www.sec.gov/Archives/edgar/data/12927/000162828026026391/ba-20260422.htm,https://www.sec.gov/Archives/edgar/data/12927/000162828026026391/0001628280-26-026391-index.htm
AMZN,AMAZON COM INC,1018724,4,2026-04-21,2026-04-17,0001374545-26-000004,FORM 4,https://www.sec.gov/Archives/edgar/data/1018724/000137454526000004/xslF345X06/wk-form4_1776804668.xml,https://www.sec.gov/Archives/edgar/data/1018724/000137454526000004/0001374545-26-000004-index.htm
AAPL,Apple Inc.,320193,8-K,2026-04-20,2026-04-17,0001140361-26-015711,8-K,https://www.sec.gov/Archives/edgar/data/320193/000114036126015711/ef20071035_8k.htm,https://www.sec.gov/Archives/edgar/data/320193/000114036126015711/0001140361-26-015711-index.htm
COIN,"Coinbase Global, Inc.",1679788,4,2026-04-20,2026-04-16,0001679788-26-000036,FORM 4,https://www.sec.gov/Archives/edgar/data/1679788/000167978826000036/xslF345X06/wk-form4_1776716989.xml,https://www.sec.gov/Archives/edgar/data/1679788/000167978826000036/0001679788-26-000036-index.htm
AAPL,Apple Inc.,320193,4,2026-04-17,2026-04-15,0001140361-26-015421,FORM 4,https://www.sec.gov/Archives/edgar/data/320193/000114036126015421/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/320193/000114036126015421/0001140361-26-015421-index.htm
AAPL,Apple Inc.,320193,4,2026-04-17,2026-04-15,0001140361-26-015420,FORM 4,https://www.sec.gov/Archives/edgar/data/320193/000114036126015420/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/320193/000114036126015420/0001140361-26-015420-index.htm
GOOGL,Alphabet Inc.,1652044,4,2026-04-17,2026-04-15,0001193125-26-162189,4,https://www.sec.gov/Archives/edgar/data/1652044/000119312526162189/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1652044/000119312526162189/0001193125-26-162189-index.htm
NFLX,NETFLIX INC,1065280,10-Q,2026-04-17,2026-03-31,0001065280-26-000138,10-Q,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000138/nflx-20260331.htm,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000138/0001065280-26-000138-index.htm
AMD,ADVANCED MICRO DEVICES INC,2488,4,2026-04-17,2026-04-15,0000002488-26-000066,FORM 4,https://www.sec.gov/Archives/edgar/data/2488/000000248826000066/xslF345X06/wk-form4_1776456710.xml,https://www.sec.gov/Archives/edgar/data/2488/000000248826000066/0000002488-26-000066-index.htm
BA,BOEING CO,12927,8-K,2026-04-17,2026-04-17,0001628280-26-025684,8-K,https://www.sec.gov/Archives/edgar/data/12927/000162828026025684/ba-20260417.htm,https://www.sec.gov/Archives/edgar/data/12927/000162828026025684/0001628280-26-025684-index.htm
AMZN,AMAZON COM INC,1018724,4,2026-04-16,2026-04-14,0001936006-26-000012,FORM 4,https://www.sec.gov/Archives/edgar/data/1018724/000193600626000012/xslF345X06/wk-form4_1776377549.xml,https://www.sec.gov/Archives/edgar/data/1018724/000193600626000012/0001936006-26-000012-index.htm
NFLX,NETFLIX INC,1065280,DEF 14A,2026-04-16,2026-06-04,0001193125-26-159286,DEF 14A,https://www.sec.gov/Archives/edgar/data/1065280/000119312526159286/d20613ddef14a.htm,https://www.sec.gov/Archives/edgar/data/1065280/000119312526159286/0001193125-26-159286-index.htm
NFLX,NETFLIX INC,1065280,8-K,2026-04-16,2026-04-10,0001065280-26-000137,8-K,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000137/nflx-20260410.htm,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000137/0001065280-26-000137-index.htm
MSFT,MICROSOFT CORP,789019,4,2026-04-15,2026-04-15,0000789019-26-000070,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,https://www.sec.gov/Archives/edgar/data/789019/000078901926000070/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/789019/000078901926000070/0000789019-26-000070-index.htm
JPM,JPMORGAN CHASE & CO,19617,4,2026-04-15,2026-04-15,0001225208-26-004527,,https://www.sec.gov/Archives/edgar/data/19617/000122520826004527/xslF345X06/doc4.xml,https://www.sec.gov/Archives/edgar/data/19617/000122520826004527/0001225208-26-004527-index.htm
JPM,JPMORGAN CHASE & CO,19617,4,2026-04-15,2026-04-15,0001225208-26-004526,,https://www.sec.gov/Archives/edgar/data/19617/000122520826004526/xslF345X06/doc4.xml,https://www.sec.gov/Archives/edgar/data/19617/000122520826004526/0001225208-26-004526-index.htm
JPM,JPMORGAN CHASE & CO,19617,4,2026-04-15,2026-04-15,0001225208-26-004525,,https://www.sec.gov/Archives/edgar/data/19617/000122520826004525/xslF345X06/doc4.xml,https://www.sec.gov/Archives/edgar/data/19617/000122520826004525/0001225208-26-004525-index.htm
JPM,JPMORGAN CHASE & CO,19617,4,2026-04-15,2026-04-15,0001225208-26-004524,,https://www.sec.gov/Archives/edgar/data/19617/000122520826004524/xslF345X06/doc4.xml,https://www.sec.gov/Archives/edgar/data/19617/000122520826004524/0001225208-26-004524-index.htm
JPM,JPMORGAN CHASE & CO,19617,4,2026-04-15,2026-04-15,0001225208-26-004523,,https://www.sec.gov/Archives/edgar/data/19617/000122520826004523/xslF345X06/doc4.xml,https://www.sec.gov/Archives/edgar/data/19617/000122520826004523/0001225208-26-004523-index.htm
JPM,JPMORGAN CHASE & CO,19617,4,2026-04-15,2026-04-15,0001225208-26-004522,,https://www.sec.gov/Archives/edgar/data/19617/000122520826004522/xslF345X06/doc4.xml,https://www.sec.gov/Archives/edgar/data/19617/000122520826004522/0001225208-26-004522-index.htm
JPM,JPMORGAN CHASE & CO,19617,4,2026-04-15,2026-04-15,0001225208-26-004521,,https://www.sec.gov/Archives/edgar/data/19617/000122520826004521/xslF345X06/doc4.xml,https://www.sec.gov/Archives/edgar/data/19617/000122520826004521/0001225208-26-004521-index.htm
JPM,JPMORGAN CHASE & CO,19617,4,2026-04-15,2026-04-15,0001225208-26-004520,,https://www.sec.gov/Archives/edgar/data/19617/000122520826004520/xslF345X06/doc4.xml,https://www.sec.gov/Archives/edgar/data/19617/000122520826004520/0001225208-26-004520-index.htm
AMZN,AMAZON COM INC,1018724,8-K,2026-04-14,2026-04-14,0001104659-26-042880,FORM 8-K,https://www.sec.gov/Archives/edgar/data/1018724/000110465926042880/tm2611746d1_8k.htm,https://www.sec.gov/Archives/edgar/data/1018724/000110465926042880/0001104659-26-042880-index.htm
JPM,JPMORGAN CHASE & CO,19617,8-K,2026-04-14,2026-04-14,0001628280-26-025013,8-K,https://www.sec.gov/Archives/edgar/data/19617/000162828026025013/jpm-20260414.htm,https://www.sec.gov/Archives/edgar/data/19617/000162828026025013/0001628280-26-025013-index.htm
JPM,JPMORGAN CHASE & CO,19617,8-K,2026-04-14,2026-04-14,0001628280-26-024990,8-K,https://www.sec.gov/Archives/edgar/data/19617/000162828026024990/jpm-20260414.htm,https://www.sec.gov/Archives/edgar/data/19617/000162828026024990/0001628280-26-024990-index.htm
GOOGL,Alphabet Inc.,1652044,4,2026-04-10,2026-04-08,0001193125-26-151397,4,https://www.sec.gov/Archives/edgar/data/1652044/000119312526151397/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1652044/000119312526151397/0001193125-26-151397-index.htm
GOOGL,Alphabet Inc.,1652044,4,2026-04-10,2026-04-08,0001193125-26-151366,4,https://www.sec.gov/Archives/edgar/data/1652044/000119312526151366/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1652044/000119312526151366/0001193125-26-151366-index.htm
GOOGL,Alphabet Inc.,1652044,4,2026-04-10,2026-04-08,0001193125-26-151343,4,https://www.sec.gov/Archives/edgar/data/1652044/000119312526151343/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1652044/000119312526151343/0001193125-26-151343-index.htm
GOOGL,Alphabet Inc.,1652044,4,2026-04-10,2026-04-08,0001193125-26-151329,4,https://www.sec.gov/Archives/edgar/data/1652044/000119312526151329/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1652044/000119312526151329/0001193125-26-151329-index.htm
GOOGL,Alphabet Inc.,1652044,8-K,2026-04-10,2026-04-07,0001652044-26-000034,8-K,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000034/goog-20260407.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000034/0001652044-26-000034-index.htm
COIN,"Coinbase Global, Inc.",1679788,8-K,2026-04-10,2026-04-07,0001679788-26-000035,8-K,https://www.sec.gov/Archives/edgar/data/1679788/000167978826000035/coin-20260407.htm,https://www.sec.gov/Archives/edgar/data/1679788/000167978826000035/0001679788-26-000035-index.htm
AMZN,AMAZON COM INC,1018724,4,2026-04-09,2026-04-08,0002024813-26-000004,FORM 4,https://www.sec.gov/Archives/edgar/data/1018724/000202481326000004/xslF345X06/wk-form4_1775768551.xml,https://www.sec.gov/Archives/edgar/data/1018724/000202481326000004/0002024813-26-000004-index.htm
AMZN,AMAZON COM INC,1018724,4,2026-04-09,2026-04-08,0001936006-26-000010,FORM 4,https://www.sec.gov/Archives/edgar/data/1018724/000193600626000010/xslF345X06/wk-form4_1775768277.xml,https://www.sec.gov/Archives/edgar/data/1018724/000193600626000010/0001936006-26-000010-index.htm
AMZN,AMAZON COM INC,1018724,4,2026-04-09,2026-04-08,0001557979-26-000004,FORM 4,https://www.sec.gov/Archives/edgar/data/1018724/000155797926000004/xslF345X06/wk-form4_1775767969.xml,https://www.sec.gov/Archives/edgar/data/1018724/000155797926000004/0001557979-26-000004-index.htm
AMZN,AMAZON COM INC,1018724,4,2026-04-09,2026-04-08,0001639902-26-000004,FORM 4,https://www.sec.gov/Archives/edgar/data/1018724/000163990226000004/xslF345X06/wk-form4_1775767715.xml,https://www.sec.gov/Archives/edgar/data/1018724/000163990226000004/0001639902-26-000004-index.htm
AMD,ADVANCED MICRO DEVICES INC,2488,4,2026-04-08,2026-04-06,0000002488-26-000064,FORM 4,https://www.sec.gov/Archives/edgar/data/2488/000000248826000064/xslF345X06/wk-form4_1775679123.xml,https://www.sec.gov/Archives/edgar/data/2488/000000248826000064/0000002488-26-000064-index.htm
JPM,JPMORGAN CHASE & CO,19617,DEF 14A,2026-04-06,2026-04-06,0000019617-26-000096,DEF 14A,https://www.sec.gov/Archives/edgar/data/19617/000001961726000096/jpm-20260402.htm,https://www.sec.gov/Archives/edgar/data/19617/000001961726000096/0000019617-26-000096-index.htm
AAPL,Apple Inc.,320193,4,2026-04-03,2026-04-01,0001140361-26-013192,FORM 4,https://www.sec.gov/Archives/edgar/data/320193/000114036126013192/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/320193/000114036126013192/0001140361-26-013192-index.htm
AAPL,Apple Inc.,320193,4,2026-04-03,2026-04-01,0001140361-26-013191,FORM 4,https://www.sec.gov/Archives/edgar/data/320193/000114036126013191/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/320193/000114036126013191/0001140361-26-013191-index.htm
AAPL,Apple Inc.,320193,4,2026-04-03,2026-04-01,0001140361-26-013190,FORM 4,https://www.sec.gov/Archives/edgar/data/320193/000114036126013190/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/320193/000114036126013190/0001140361-26-013190-index.htm
NFLX,NETFLIX INC,1065280,4,2026-04-03,2026-04-02,0001543133-26-000002,FORM 4,https://www.sec.gov/Archives/edgar/data/1065280/000154313326000002/xslF345X06/wk-form4_1775246849.xml,https://www.sec.gov/Archives/edgar/data/1065280/000154313326000002/0001543133-26-000002-index.htm
KO,COCA COLA CO,21344,4,2026-04-03,2026-04-01,0000021344-26-000122,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/21344/000002134426000122/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/21344/000002134426000122/0000021344-26-000122-index.htm
KO,COCA COLA CO,21344,4,2026-04-03,2026-04-01,0000021344-26-000120,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/21344/000002134426000120/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/21344/000002134426000120/0000021344-26-000120-index.htm
KO,COCA COLA CO,21344,4,2026-04-03,2026-04-01,0000021344-26-000118,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/21344/000002134426000118/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/21344/000002134426000118/0000021344-26-000118-index.htm
KO,COCA COLA CO,21344,4,2026-04-03,2026-04-01,0000021344-26-000116,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/21344/000002134426000116/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/21344/000002134426000116/0000021344-26-000116-index.htm
